customer_id,order_id,order_date,product_category,channel,city,price,quantity
1477,100326,2023-06-29,Home,desktop,Istanbul,552.0,3.0
1653,100327,2023-09-23,Grocery,mobile,Bursa,43.0,4.0
1024,100328,2024-03-15,Grocery,mobile,Bursa,171.0,2.0
6,100329,2024-08-03,Beauty,mobile,Ankara,166.0,2.0
73,100330,2023-02-15,Grocery,mobile,Antalya,,2.0
1692,100331,2024-07-20,Automotive,desktop,Ankara,1766.0,1.0
822,100332,2023-03-21,Grocery,mobile,Istanbul,27.0,4.0
598,100333,2023-03-12,Sports,desktop,Istanbul,433.0,2.0
1501,100334,2024-07-31,Electronics,mobile,Ankara,3865.0,1.0
1797,100335,2024-07-13,Electronics,desktop,Izmir,3778.0,
488,100336,2023-01-10,Fashion,mobile,Istanbul,,1.0
1065,100337,2024-03-05,Sports,mobile,Izmir,559.0,2.0
154,100338,2024-02-27,Fashion,mobile,Istanbul,209.0,3.0
1436,100339,2024-08-29,Fashion,mobile,Ankara,1043.0,2.0
337,100340,2023-12-01,Electronics,desktop,Izmir,8615.0,1.0
246,100341,2024-04-05,Home,desktop,Istanbul,1344.0,3.0
187,100342,2023-04-03,Home,mobile,Ankara,1720.0,3.0
829,100343,2024-12-29,Beauty,desktop,Istanbul,419.0,2.0
1600,100344,2024-04-08,Electronics,desktop,Antalya,12536.0,1.0
1665,100345,2023-08-16,Grocery,mobile,Istanbul,78.0,5.0
251,100346,2023-03-18,Electronics,desktop,İstanbul,9967.0,1.0
874,100347,2023-02-13,Automotive,web,Istanbul,316.0,2.0
1326,100348,2023-06-26,Automotive,mobile,Istanbul,526.0,2.0
1633,100349,2023-10-30,Fashion,mobile,Istanbul,837.0,1.0
1601,100350,2024-06-22,Electronics,web,Bursa,8675.0,1.0
1661,100351,2024-05-11,Sports,desktop,Izmir,1475.0,2.0
1346,100352,2023-10-15,Beauty,desktop,Izmir,360.0,3.0
1634,100353,2023-09-04,Sports,mobile,Ankara,1268.0,2.0
1872,100354,2024-02-02,Beauty,mobile,Istanbul,377.0,1.0
1988,100355,2024-08-28,Home,mobile,antlaya,1877.0,1.0
680,100356,2024-05-19,Home,mobile,Istanbul,1209.0,2.0
1202,100357,2024-09-20,Fashion,mobile,Antalya,980.0,1.0
811,100358,2024-12-22,Electronics,desktop,Istanbul,13373.0,1.0
1330,100359,2024-08-23,Fashion,mobile,Izmir,653.0,2.0
360,100360,2023-11-21,Home,mobile,Ankara,1554.0,1.0
1579,100361,2024-01-23,Electronics,desktop,Istanbul,5226.0,1.0
289,100362,2024-08-04,Grocery,mobile,Izmir,112.0,1.0
1309,100363,2023-12-06,Grocery,mobile,Ankara,121.0,2.0
791,100364,2023-12-10,Grocery,mobile,Izmir,284.0,3.0
982,100365,2024-03-24,Grocery,web,Adana,136.0,5.0
1950,100366,2024-08-14,Fashion,mobile,Ankara,492.0,3.0
1217,100367,2023-04-18,Grocery,mobile,Bursa,40.0,3.0
679,100368,2024-09-20,Electronics,mobile,Adana,8436.0,1.0
197,100369,2023-07-30,Home,desktop,Istanbul,340.0,2.0
1230,100370,2023-02-20,Electronics,desktop,Izmir,-94.0,1.0
815,100371,2024-05-06,Fashion,mobile,Adana,490.0,2.0
913,100372,2024-04-27,Grocery,mobile,Istanbul,151.0,2.0
176,100373,2023-02-15,Electronics,desktop,Izmir,14850.0,1.0
858,100374,2024-11-15,Fashion,mobile,Istanbul,1137.0,1.0
72,100375,2024-07-02,Fashion,web,Ankara,974.0,2.0
1944,100376,2024-05-29,Grocery,desktop,Izmir,160.0,5.0
1285,100377,2023-06-21,Beauty,desktop,Istanbul,59.0,4.0
668,100378,2023-06-01,Fashion,mobile,Antalya,919.0,1.0
307,100379,2023-10-10,Fashion,mobile,Istanbul,730.0,3.0
1777,100380,2023-06-01,Home,desktop,Izmir,1192.0,3.0
826,100381,2024-07-02,Grocery,mobile,Bursa,245.0,1.0
974,100382,2023-05-28,Fashion,desktop,Istanbul,854.0,3.0
202,100383,2023-10-03,Grocery,mobile,Istanbul,97.0,5.0
385,100384,2023-08-22,Grocery,mobile,Antalya,282.0,5.0
326,100385,2024-03-28,Home,mobile,Ankara,1976.0,3.0
1706,100386,2023-03-09,Automotive,desktop,Istanbul,1341.0,2.0
1035,100387,2023-07-25,Grocery,mobile,Istanbul,251.0,5.0
1202,100388,2024-02-11,Beauty,desktop,Istanbul,428.0,2.0
334,100389,2024-07-18,Fashion,desktop,Ankara,841.0,1.0
1771,100390,2024-08-08,Electronics,mobile,Istanbul,3235.0,1.0
1981,100391,2024-11-29,Grocery,mobile,İstanbul,278.0,0.0
1689,100392,2024-12-27,Automotive,mobile,Izmir,453.0,1.0
1248,100393,2024-09-30,Grocery,desktop,Izmir,55.0,5.0
1457,100394,2023-10-17,Electronics,mobile,Istanbul,1707.0,1.0
1353,100395,2024-10-29,Fashion,mobile,Adana,211.0,1.0
73,100396,2023-11-24,Electronics,web,Ankara,1736.0,1.0
1857,100397,2024-08-20,Electronics,web,Istanbul,7599.0,1.0
1518,100398,2024-11-18,Sports,mobile,Adana,248.0,2.0
458,100399,2023-09-22,Grocery,desktop,Bursa,180.0,5.0
1300,100400,2023-11-11,Home,mobile,Bursa,1877.0,1.0
847,100401,2024-08-20,Fashion,mobile,Ankara,969.0,3.0
294,100402,2023-02-25,Fashion,mobile,Adana,901.0,3.0
